1952|1.46|1
1952|1.02|2
1952|0.939|3
1952|1.50|4
1953|3.16|1
1953|1.78|2
1953|2.63|3
1953|1.59|4
1954|1.42|1
1954|2.32|2
1954|2.69|3
1954|2.10|4
1955|0.809|1
1955|0.818|2
1955|1.95|3
1955|2.30|4
1956|2.27|1
1956|2.27|2
1956|2.51|3
1956|2.21|4
1957|2.72|1
1957|1.34|2
1957|1.86|3
1957|2.29|4
1958|1.49|1
1958|2.04|2
1958|0.916|3
1958|1.54|4
1959|0.725|1
1959|1.25|2
1959|1.54|3
1959|1.34|4
1960|1.85|1
1960|1.52|2
1960|2.94|3
1960|2.75|4
1961|1.35|1
1961|1.86|2
1961|1.52|3
1961|2.30|4
1962|3.01|1
1962|4.13|2
1962|4.45|3
1962|4.65|4
1963|2.57|1
1963|1.02|2
1963|1.25|3
1963|1.84|4
1964|3.03|1
1964|1.29|2
1964|1.81|3
1964|1.87|4
1965|2.64|1
1965|1.45|2
1965|2.17|3
1965|2.28|4
1966|3.13|1
1966|2.18|2
1966|3.08|3
1966|2.00|4
1967|1.21|1
1967|0.991|2
1967|1.23|3
1967|0.757|4
1968|1.81|1
1968|1.92|2
1968|2.94|3
1968|2.35|4
1969|2.21|1
1969|0.836|2
1969|1.02|3
1969|1.21|4
1970|3.67|1
1970|3.21|2
1970|2.60|3
1970|1.81|4
1971|3.48|1
1971|2.35|2
1971|3.13|3
1971|2.98|4
1972|2.20|1
1972|2.10|2
1972|1.32|3
1972|1.71|4
1973|0.634|1
1973|1.31|2
1973|1.07|3
1973|1.21|4
1974|1.28|1
1974|1.33|2
1974|2.41|3
1974|1.24|4
1975|1.17|1
1975|1.50|2
1975|2.20|3
1975|2.19|4
1976|1.26|1
1976|2.16|2
1976|2.21|3
1976|2.53|4
1977|0.736|1
1977|0.735|2
1977|0.983|3
1977|1.09|4
1978|1.32|1
1978|1.32|2
1978|2.39|3
1978|1.62|4
1979|1.12|1
1979|1.11|2
1979|0.487|3
1979|1.34|4
1980|1.45|1
1980|0.966|2
1980|1.82|3
1980|1.77|4
1981|2.55|1
1981|2.22|2
1981|2.24|3
1981|2.02|4
1982|1.75|1
1982|1.48|2
1982|0.896|3
1982|1.92|4
1983|3.30|1
1983|4.75|2
1983|3.15|3
1983|1.97|4
1984|2.74|1
1984|2.81|2
1984|2.44|3
1984|1.93|4
1985|0.617|1
1985|1.15|2
1985|1.27|3
1985|1.56|4
1986|0.481|1
1986|0.698|2
1986|0.562|3
1986|0.663|4
1987|1.28|1
1987|1.25|2
1987|0.764|3
1987|1.20|4
1988|1.79|1
1988|1.08|2
1988|1.94|3
1988|0.836|4
1989|3.38|1
1989|3.32|2
1989|3.01|3
1989|1.28|4
1990|2.89|1
1990|2.17|2
1990|1.27|3
1990|2.20|4
1991|2.65|1
1991|1.90|2
1991|2.58|3
1991|2.88|4
1992|1.69|1
1992|1.90|2
1992|1.91|3
1992|1.73|4
1993|1.77|1
1993|1.70|2
1993|1.40|3
1993|1.85|4
1994|1.55|1
1994|0.725|2
1994|0.942|3
1994|1.47|4
1995|1.48|1
1995|0.667|2
1995|0.681|3
1995|0.584|4
1996|2.39|1
1996|3.20|2
1996|1.16|3
1996|1.42|4
1997|2.47|1
1997|3.32|2
1997|2.22|3
1997|2.75|4
1998|1.30|1
1998|2.64|2
1998|2.24|3
1998|1.63|4
1999|1.02|1
1999|0.911|2
1999|1.22|3
1999|2.09|4
2000|0.430|1
2000|0.568|2
2000|0.757|3
2000|0.716|4
2001|1.89|1
2001|1.65|2
2001|2.23|3
2001|1.76|4
2002|2.84|1
2002|2.31|2
2002|2.42|3
2002|3.58|4
2003|2.43|1
2003|2.27|2
2003|1.22|3
2003|2.31|4
2004|4.31|1
2004|4.23|2
2004|1.97|3
2004|4.84|4
2005|2.13|1
2005|2.38|2
2005|1.21|3
2005|1.75|4
2006|2.44|1
2006|1.73|2
2006|1.67|3
2006|2.27|4
2007|3.56|1
2007|5.56|2
2007|3.38|3
2007|5.51|4
2008|1.79|1
2008|2.03|2
2008|2.23|3
2008|1.29|4
2009|2.12|1
2009|2.20|2
2009|2.12|3
2009|2.29|4
2010|5.32|1
2010|2.15|2
2010|3.96|3
2010|2.46|4
2011|0.658|1
2011|0.884|2
2011|0.935|3
2011|0.665|4
2012|1.88|1
2012|1.77|2
2012|2.06|3
2012|2.14|4
2013|1.76|1
2013|3.20|2
2013|2.35|3
2013|1.80|4
2014|2.47|1
2014|1.77|2
2014|1.20|3
2014|1.69|4
2015|0.362|1
2015|0.831|2
2015|1.01|3
2015|0.626|4
2016|2.49|1
2016|2.21|2
2016|1.01|3
2016|1.89|4
2017|1.98|1
2017|1.93|2
2017|1.05|3
2017|1.13|4
2018|3.31|1
2018|2.95|2
2018|2.97|3
2018|1.90|4
2019|3.08|1
2019|2.40|2
2019|2.57|3
2019|3.63|4
2020|0.460|1
2020|0.719|2
2020|0.705|3
2020|0.703|4
2021|1.05|1
2021|1.12|2
2021|1.30|3
2021|1.12|4
2022|2.73|1
2022|5.73|2
2022|5.49|3
2022|6.33|4
2023|1.21|1
2023|2.11|2
2023|2.51|3
2023|1.19|4
2024|3.36|1
2024|3.77|2
2024|3.35|3
2024|3.08|4
2025|0.869|1
2025|0.786|2
2025|1.47|3
2025|1.60|4
2026|1.76|1
2026|1.18|2
2026|1.93|3
2026|1.56|4
2027|3.03|1
2027|2.93|2
2027|3.12|3
2027|2.27|4
2028|2.82|1
2028|3.80|2
2028|2.65|3
2028|3.53|4
2029|1.88|1
2029|1.08|2
2029|1.74|3
2029|1.52|4
2030|0.894|1
2030|0.970|2
2030|1.94|3
2030|0.773|4
2031|1.14|1
2031|0.597|2
2031|1.33|3
2031|0.670|4
2032|1.33|1
2032|0.872|2
2032|1.33|3
2032|1.50|4
2033|0.967|1
2033|1.08|2
2033|0.945|3
2033|0.925|4
2034|0.563|1
2034|0.560|2
2034|0.652|3
2034|0.976|4
2035|0.668|1
2035|0.582|2
2035|0.705|3
2035|1.23|4
2036|1.65|1
2036|3.04|2
2036|2.46|3
2036|3.88|4
2037|2.59|1
2037|1.99|2
2037|2.60|3
2037|2.58|4
2038|1.29|1
2038|1.10|2
2038|0.683|3
2038|1.79|4
2039|2.32|1
2039|1.95|2
2039|1.13|3
2039|2.12|4
2040|2.21|1
2040|2.30|2
2040|2.86|3
2040|4.82|4
2041|1.44|1
2041|1.29|2
2041|1.29|3
2041|1.33|4
2042|1.77|1
2042|2.09|2
2042|1.39|3
2042|2.14|4
2043|1.09|1
2043|1.42|2
2043|1.31|3
2043|1.39|4
2044|3.65|1
2044|3.15|2
2044|3.51|3
2044|2.82|4
2045|1.66|1
2045|1.91|2
2045|4.61|3
2045|4.60|4
2046|0.909|1
2046|0.610|2
2046|0.605|3
2046|1.55|4
2047|4.17|1
2047|6.50|2
2047|3.74|3
2047|5.98|4
2048|2.06|1
2048|2.12|2
2048|2.29|3
2048|2.79|4
2049|2.35|1
2049|1.90|2
2049|3.18|3
2049|2.71|4
2050|2.63|1
2050|1.36|2
2050|2.61|3
2050|1.30|4
2051|1.44|1
2051|1.58|2
2051|2.33|3
2051|1.84|4
2052|2.64|1
2052|2.48|2
2052|1.60|3
2052|2.89|4
2053|1.87|1
2053|1.43|2
2053|2.80|3
2053|2.48|4
2054|1.15|1
2054|2.03|2
2054|1.76|3
2054|2.32|4
2055|0.821|1
2055|0.862|2
2055|1.16|3
2055|1.00|4
2056|1.74|1
2056|1.34|2
2056|0.853|3
2056|2.18|4
2057|4.13|1
2057|5.25|2
2057|5.44|3
2057|3.09|4
2058|3.06|1
2058|1.95|2
2058|4.59|3
2058|4.40|4
2059|0.391|1
2059|0.154|2
2059|0.160|3
2059|0.371|4
2060|1.87|1
2060|1.51|2
2060|3.17|3
2060|1.13|4
2061|1.62|1
2061|1.34|2
2061|0.867|3
2061|1.69|4
2062|2.45|1
2062|1.43|2
2062|2.61|3
2062|1.57|4
2063|1.51|1
2063|3.26|2
2063|2.77|3
2063|3.14|4
2064|0.939|1
2064|2.28|2
2064|2.12|3
2064|1.20|4
2065|1.22|1
2065|1.51|2
2065|0.710|3
2065|1.20|4
2066|1.64|1
2066|2.80|2
2066|4.52|3
2066|1.77|4
2067|0.913|1
2067|1.58|2
2067|1.71|3
2067|0.789|4
2068|2.45|1
2068|2.86|2
2068|3.69|3
2068|2.96|4
2069|1.01|1
2069|1.22|2
2069|1.48|3
2069|0.804|4
2070|3.19|1
2070|2.74|2
2070|1.44|3
2070|1.64|4
2071|1.58|1
2071|2.35|2
2071|1.45|3
2071|1.56|4
2072|3.64|1
2072|5.01|2
2072|3.49|3
2072|1.92|4
2073|0.968|1
2073|1.02|2
2073|1.48|3
2073|1.79|4
2074|1.62|1
2074|1.17|2
2074|1.11|3
2074|1.50|4
2075|2.72|1
2075|2.64|2
2075|4.62|3
2075|2.68|4
2076|1.15|1
2076|0.584|2
2076|0.761|3
2076|0.603|4
2077|0.814|1
2077|0.772|2
2077|0.868|3
2077|1.38|4
2078|2.00|1
2078|1.70|2
2078|2.47|3
2078|3.15|4
2079|3.18|1
2079|3.24|2
2079|2.05|3
2079|3.02|4
2080|1.09|1
2080|0.958|2
2080|0.954|3
2080|1.41|4
2081|4.33|1
2081|5.97|2
2081|2.59|3
2081|6.47|4
2082|2.65|1
2082|5.02|2
2082|4.68|3
2082|5.03|4
2083|3.72|1
2083|2.88|2
2083|4.73|3
2083|3.18|4
2084|1.85|1
2084|0.876|2
2084|1.73|3
2084|1.31|4
2085|2.20|1
2085|3.19|2
2085|3.00|3
2085|3.60|4
2086|0.417|1
2086|0.604|2
2086|1.09|3
2086|0.791|4
2087|1.56|1
2087|1.30|2
2087|2.95|3
2087|1.19|4
2088|0.860|1
2088|2.37|2
2088|1.63|3
2088|1.86|4
2089|1.29|1
2089|0.741|2
2089|1.17|3
2089|0.749|4
2090|1.57|1
2090|2.15|2
2090|1.71|3
2090|1.57|4
2091|1.20|1
2091|0.902|2
2091|1.35|3
2091|0.776|4
2092|4.03|1
2092|2.44|2
