3839|3.64|1
3839|5.24|2
3839|5.41|3
3839|4.49|4
3840|5.98|1
3840|4.81|2
3840|4.47|3
3840|5.68|4
3841|2.77|1
3841|3.51|2
3841|2.85|3
3841|4.56|4
3842|1.06|1
3842|0.737|2
3842|0.923|3
3842|0.621|4
3843|2.77|1
3843|3.68|2
3843|5.24|3
3843|5.74|4
3844|3.70|1
3844|3.44|2
3844|2.70|3
3844|3.65|4
3845|1.63|1
3845|1.38|2
3845|1.10|3
3845|0.910|4
3846|1.73|1
3846|2.42|2
3846|1.93|3
3846|1.35|4
3847|1.74|1
3847|2.08|2
3847|1.77|3
3847|1.66|4
3848|2.59|1
3848|2.27|2
3848|5.47|3
3848|2.30|4
3849|5.44|1
3849|2.92|2
3849|4.50|3
3849|4.31|4
3850|3.19|1
3850|3.45|2
3850|2.94|3
3850|2.24|4
3851|3.59|1
3851|4.80|2
3851|2.88|3
3851|3.71|4
3852|0.176|1
3852|0.415|2
3852|0.348|3
3852|0.300|4
3853|3.15|1
3853|3.71|2
3853|5.39|3
3853|2.36|4
3854|0.910|1
3854|2.34|2
3854|2.30|3
3854|1.48|4
3855|2.09|1
3855|1.39|2
3855|1.52|3
3855|1.84|4
3856|1.18|1
3856|0.935|2
3856|2.43|3
3856|2.59|4
3857|2.94|1
3857|4.72|2
3857|1.76|3
3857|4.96|4
3858|2.23|1
3858|2.92|2
3858|2.37|3
3858|1.24|4
3859|1.65|1
3859|4.34|2
3859|1.94|3
3859|2.51|4
3860|3.76|1
3860|2.08|2
3860|2.90|3
3860|4.87|4
3861|0.623|1
3861|0.446|2
3861|0.475|3
3861|0.619|4
3862|2.96|1
3862|1.91|2
3862|2.86|3
3862|1.38|4
3863|3.95|1
3863|3.61|2
3863|2.30|3
3863|1.89|4
3864|1.71|1
3864|2.69|2
3864|4.11|3
3864|2.43|4
3865|1.84|1
3865|1.23|2
3865|1.82|3
3865|1.06|4
3866|1.43|1
3866|1.23|2
3866|1.35|3
3866|1.42|4
3867|2.24|1
3867|3.10|2
3867|3.63|3
3867|4.76|4
3868|2.00|1
3868|2.19|2
3868|2.47|3
3868|1.67|4
3869|5.26|1
3869|2.76|2
3869|5.51|3
