2699|2.27|1
2699|1.61|2
2699|2.07|3
2699|1.86|4
2700|1.50|1
2700|2.44|2
2700|0.991|3
2700|1.06|4
2701|0.361|1
2701|0.253|2
2701|0.482|3
2701|0.554|4
2702|0.510|1
2702|0.502|2
2702|0.465|3
2702|0.405|4
2703|0.605|1
2703|0.905|2
2703|0.979|3
2703|0.996|4
2704|1.06|1
2704|1.29|2
2704|1.07|3
2704|0.906|4
2705|2.63|1
2705|2.61|2
2705|1.86|3
2705|2.64|4
2706|0.304|1
2706|0.243|2
2706|0.299|3
2706|0.151|4
2707|0.305|1
2707|0.191|2
2707|0.180|3
2707|0.212|4
2708|0.970|1
2708|1.79|2
2708|0.697|3
2708|1.54|4
2709|0.311|1
2709|0.614|2
2709|0.794|3
2709|0.719|4
2710|0.297|1
2710|0.624|2
2710|0.523|3
2710|0.674|4
2711|0.531|1
2711|0.298|2
2711|0.494|3
2711|0.254|4
2712|0.921|1
2712|1.23|2
2712|0.889|3
2712|0.654|4
2713|0.282|1
2713|0.604|2
2713|0.468|3
2713|0.312|4
2714|1.69|1
2714|2.28|2
2714|2.31|3
2714|2.18|4
2715|0.956|1
2715|0.469|2
2715|0.968|3
2715|0.732|4
2716|0.418|1
2716|0.506|2
2716|0.331|3
2716|0.453|4
2717|0.385|1
2717|0.213|2
2717|0.340|3
2717|0.525|4
2718|0.840|1
2718|1.17|2
2718|0.770|3
2718|0.580|4
2719|1.38|1
2719|0.975|2
2719|0.934|3
2719|0.843|4
2720|0.271|1
2720|0.320|2
2720|0.516|3
2720|0.375|4
2721|0.340|1
2721|0.192|2
2721|0.334|3
2721|0.199|4
2722|0.803|1
2722|0.502|2
2722|0.654|3
2722|0.386|4
2723|1.64|1
2723|1.58|2
2723|2.41|3
2723|1.25|4
2724|1.71|1
2724|2.84|2
2724|2.79|3
2724|2.63|4
2725|2.66|1
2725|1.48|2
2725|3.33|3
2725|1.53|4
2726|1.85|1
2726|0.810|2
2726|1.84|3
2726|1.36|4
2727|0.898|1
2727|1.45|2
2727|1.37|3
2727|1.80|4
2728|1.39|1
2728|1.67|2
2728|1.48|3
2728|1.29|4
2729|0.364|1
2729|0.291|2
2729|0.311|3
2729|0.377|4
2730|1.14|1
2730|0.894|2
2730|1.49|3
2730|0.733|4
2731|0.225|1
2731|0.185|2
2731|0.332|3
2731|0.282|4
2732|0.321|1
2732|0.496|2
2732|0.545|3
2732|0.633|4
2733|1.88|1
2733|1.89|2
2733|1.57|3
2733|2.19|4
2734|0.149|1
2734|0.212|2
2734|0.0948|3
2734|0.0881|4
2735|0.829|1
2735|0.907|2
2735|1.30|3
2735|0.691|4
2736|2.93|1
2736|3.23|2
2736|1.47|3
2736|2.25|4
2737|1.02|1
2737|1.02|2
2737|1.59|3
2737|1.56|4
2738|0.570|1
2738|0.435|2
2738|0.260|3
2738|0.669|4
2739|3.29|1
2739|3.11|2
2739|3.15|3
2739|2.99|4
2740|1.19|1
2740|1.87|2
2740|1.70|3
2740|1.10|4
2741|0.384|1
2741|0.372|2
2741|0.250|3
2741|0.313|4
2742|2.24|1
2742|1.28|2
2742|1.01|3
2742|2.37|4
2743|0.291|1
2743|0.263|2
2743|0.432|3
2743|0.335|4
2744|2.06|1
2744|1.40|2
2744|1.90|3
2744|2.16|4
2745|2.52|1
2745|2.49|2
2745|1.30|3
2745|1.53|4
2746|0.297|1
2746|0.527|2
2746|0.522|3
2746|0.418|4
2747|1.48|1
2747|0.527|2
2747|0.663|3
2747|0.816|4
2748|0.269|1
2748|0.249|2
2748|0.180|3
2748|0.285|4
2749|3.37|1
2749|2.77|2
2749|2.84|3
2749|3.07|4
2750|2.44|1
2750|2.71|2
2750|2.61|3
2750|2.48|4
2751|1.32|1
2751|0.679|2
2751|1.20|3
2751|0.920|4
2752|3.47|1
2752|2.94|2
2752|2.14|3
2752|2.66|4
2753|1.85|1
2753|1.04|2
2753|0.915|3
2753|0.871|4
2754|0.324|1
2754|0.475|2
2754|0.569|3
2754|0.657|4
2755|0.412|1
2755|0.206|2
2755|0.186|3
2755|0.214|4
2756|2.08|1
2756|1.72|2
2756|1.47|3
2756|0.712|4
2757|2.35|1
2757|1.62|2
2757|1.78|3
2757|1.38|4
2758|0.621|1
2758|0.391|2
2758|0.300|3
2758|0.658|4
2759|0.396|1
2759|0.440|2
2759|0.473|3
2759|0.947|4
2760|2.63|1
2760|3.19|2
2760|6.11|3
2760|4.19|4
2761|1.09|1
2761|1.20|2
2761|1.41|3
2761|1.20|4
2762|1.21|1
2762|0.989|2
2762|1.01|3
2762|0.871|4
2763|1.20|1
2763|2.67|2
2763|1.91|3
2763|1.67|4
2764|0.546|1
2764|0.313|2
2764|0.654|3
2764|0.624|4
2765|0.226|1
2765|0.204|2
2765|0.182|3
2765|0.183|4
2766|2.90|1
2766|2.94|2
2766|2.47|3
2766|1.87|4
2767|1.17|1
2767|1.46|2
2767|1.10|3
2767|0.729|4
2768|0.303|1
2768|0.293|2
2768|0.291|3
2768|0.201|4
2769|2.02|1
2769|2.16|2
2769|2.50|3
2769|1.91|4
2770|0.684|1
2770|0.700|2
2770|0.422|3
2770|0.606|4
2771|1.41|1
2771|2.89|2
2771|2.35|3
2771|2.79|4
2772|0.863|1
2772|0.868|2
2772|1.17|3
2772|1.05|4
2773|2.55|1
2773|2.24|2
2773|1.51|3
2773|1.76|4
2774|1.77|1
2774|1.83|2
2774|1.26|3
2774|2.17|4
2775|0.619|1
2775|1.20|2
2775|0.800|3
2775|1.33|4
2776|1.25|1
2776|0.492|2
2776|0.720|3
2776|1.27|4
2777|0.648|1
2777|0.899|2
2777|0.851|3
2777|0.686|4
2778|0.910|1
2778|1.03|2
2778|0.360|3
2778|0.969|4
2779|0.315|1
2779|0.787|2
2779|0.824|3
2779|0.499|4
2780|1.79|1
2780|1.74|2
2780|1.19|3
2780|1.17|4
2781|1.23|1
2781|3.19|2
2781|1.38|3
2781|1.85|4
2782|0.746|1
2782|0.506|2
2782|0.291|3
2782|0.283|4
2783|1.48|1
2783|1.89|2
2783|2.95|3
