5078|1.96|1
5078|2.33|2
5078|1.88|3
5078|1.03|4
5079|1.67|1
5079|1.74|2
5079|1.35|3
5079|1.94|4
5080|5.09|1
5080|5.33|2
5080|2.21|3
5080|3.30|4
5081|3.66|1
5081|2.71|2
5081|2.17|3
5081|2.13|4
5082|3.36|1
5082|3.88|2
5082|4.29|3
5082|4.89|4
5083|5.13|1
5083|3.69|2
5083|4.62|3
5083|4.22|4
5084|0.499|1
5084|0.316|2
5084|0.750|3
5084|0.663|4
5085|0.660|1
5085|1.18|2
5085|1.12|3
5085|1.50|4
5086|1.45|1
5086|2.52|2
5086|2.72|3
5086|1.26|4
5087|0.396|1
5087|0.263|2
5087|0.223|3
5087|0.473|4
5088|5.56|1
5088|7.38|2
5088|7.03|3
5088|3.41|4
5089|2.43|1
5089|2.96|2
5089|3.15|3
5089|1.75|4
5090|0.649|1
5090|0.869|2
5090|0.521|3
5090|0.563|4
5091|1.28|1
5091|1.98|2
5091|1.34|3
5091|3.01|4
5092|1.75|1
5092|1.68|2
5092|1.33|3
5092|1.23|4
5093|3.66|1
5093|3.99|2
5093|4.81|3
5093|2.47|4
5094|0.607|1
5094|0.318|2
5094|0.758|3
5094|0.415|4
5095|1.40|1
5095|0.863|2
5095|0.643|3
5095|0.524|4
5096|3.37|1
5096|5.57|2
5096|3.43|3
5096|6.08|4
5097|0.527|1
5097|1.17|2
5097|1.15|3
5097|0.955|4
5098|0.848|1
5098|0.504|2
5098|0.954|3
5098|0.602|4
5099|1.02|1
5099|1.27|2
5099|0.507|3
5099|0.601|4
5100|1.93|1
5100|2.02|2
5100|1.30|3
5100|2.23|4
5101|1.08|1
5101|0.743|2
5101|0.562|3
5101|0.968|4
5102|2.16|1
5102|1.02|2
5102|0.879|3
5102|2.25|4
5103|1.79|1
5103|2.24|2
5103|2.59|3
5103|2.26|4
5104|3.05|1
5104|4.14|2
5104|4.12|3
5104|4.11|4
5105|3.72|1
5105|3.44|2
5105|2.73|3
5105|3.56|4
5106|3.01|1
5106|2.97|2
5106|1.22|3
5106|1.25|4
5107|2.27|1
5107|3.21|2
5107|4.05|3
5107|4.71|4
5108|12.0|1
5108|6.73|2
5108|11.0|3
5108|9.15|4
5109|6.33|1
5109|5.35|2
5109|6.94|3
5109|7.28|4
5110|1.08|1
5110|1.38|2
5110|0.819|3
5110|1.04|4
5111|2.02|1
5111|2.01|2
5111|0.829|3
5111|0.876|4
5112|2.46|1
5112|2.65|2
5112|2.99|3
5112|1.56|4
5113|3.58|1
5113|2.94|2
5113|3.12|3
5113|2.76|4
5114|2.68|1
5114|3.32|2
5114|2.24|3
5114|3.30|4
5115|2.99|1
5115|2.12|2
5115|4.44|3
5115|1.61|4
5116|1.40|1
5116|1.53|2
5116|1.16|3
5116|2.42|4
5117|1.78|1
5117|3.11|2
5117|2.79|3
5117|2.69|4
5118|1.25|1
5118|1.59|2
5118|1.67|3
5118|1.72|4
5119|3.34|1
5119|3.21|2
5119|4.99|3
5119|5.88|4
5120|6.59|1
5120|6.04|2
5120|5.97|3
5120|6.60|4
5121|1.29|1
5121|1.06|2
5121|0.737|3
5121|0.948|4
5122|0.463|1
5122|0.348|2
5122|0.517|3
5122|0.241|4
5123|2.23|1
5123|1.77|2
5123|4.28|3
5123|1.66|4
5124|13.3|1
5124|12.4|2
5124|13.4|3
5124|7.61|4
5125|2.75|1
5125|2.14|2
5125|3.04|3
5125|1.59|4
5126|1.00|1
5126|1.24|2
5126|1.51|3
5126|1.49|4
5127|3.12|1
5127|2.70|2
5127|2.69|3
5127|2.72|4
5128|1.18|1
5128|0.777|2
5128|0.580|3
5128|1.02|4
5129|6.82|1
5129|9.66|2
5129|9.31|3
5129|8.09|4
5130|2.86|1
5130|3.42|2
5130|2.32|3
